IDENT_MEN;VAG;NUMVEHAUT;NBVELOO;NBVELO;NB2R;NAUT;Natvelo;Quivelo;Acqvelo;Lieuvelo;Crevelo;Mvelo;Privelo;Nat2r;Pre2r;MARQUE_D;Puiss2r;Frais2r;Rec2r;Lieu2r;Acq2r;Cre2r;Mcre2r;Pri2r;NatAut;PreAut;FraisAut;Mfraisaut;Recaut;Lieuaut;Acqaut;Creaut;Mcreaut;Priaut;FRAIS2R_D;MCRE2R_D;MCREAUT_D;MFRAISAUT_D;MVELO_D;PRI2R_D;PRIVELO_D;PRIAUT_D
13431;1;1;2;1;;;1;5;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
13435;6;1;3;0;1;;;;;;;;;1;HONDA 125;HONDA 125;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13445;1;1;2;1;;;1;3;1;7;2;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;
13448;6;1;9;2;;1;2;1;2;10;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
13448;6;2;9;2;;1;3;3;2;10;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
13448;6;3;9;2;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
13463;5;1;;;1;;;;;;;;;4;PIAGGO;PIAGGIO - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13464;2;1;1;0;2;;;;;;;;;1;CBR500;;2;100;2;;;;;;;;;;;;;;;;100;;;;;;;
13464;2;2;1;0;2;;;;;;;;;1;KTM;;1;100;2;;;;;;;;;;;;;;;;100;;;;;;;
13467;1;1;;;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
13470;1;1;2;0;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
13477;1;1;2;0;1;2;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13477;1;2;2;0;1;2;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
13477;1;3;2;0;1;2;;;;;;;;;;;;;;;;;;;5;TRANSPORTEUR;2;;2;;;;;;;;;;;;;
13481;4;1;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
13487;5;1;;;2;;;;;;;;;1;MOTO DUCATI;;3;0;1;2;2;2;;7000;;;;;;;;;;;;;;;;7000;;
13487;5;2;;;2;;;;;;;;;1;MOTO SUZUKI;SUZUKI - NON SPECIFIE;2;75;2;;;;;;;;;;;;;;;;75;;;;;;;
13507;5;1;6;1;;1;1;4;1;7;2;;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;
13507;5;2;6;1;;1;;;;;;;;;;;;;;;;;;;1;;1;500;2;;;;;;;;;500;;;;
13509;3;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13510;6;1;3;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
13525;4;1;1;0;1;;;;;;;;;4;VESPA;VESPA - NON SPECIFIE;4;230;2;;;;;;;;;;;;;;;;230;;;;;;;
13528;2;1;4;0;1;;;;;;;;;4;PIAGGIO MP3;PIAGGIO - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
13531;5;1;;;4;1;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;800;2;;;;;;;;;;;;;;;;800;;;;;;;
13531;5;2;;;4;1;;;;;;;;1;TRIAL;NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
13531;5;3;;;4;1;;;;;;;;1;TRIUMPH;TRIUMPH - NON SPECIFIE;1;0;1;2;2;2;;8200;;;;;;;;;;;;;;;;8200;;
13531;5;4;;;4;1;;;;;;;;4;VESPA;VESPA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13531;5;5;;;4;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
13542;5;1;;;1;;;;;;;;;4;PEGEOT 125;;2;400;1;3;2;2;;2000;;;;;;;;;;;400;;;;;2000;;
13558;2;1;1;0;1;;;;;;;;;1;ANDURO;;2;1000;2;;;;;;;;;;;;;;;;1000;;;;;;;
13562;6;1;4;0;;1;;;;;;;;;;;;;;;;;;;5;CAMION FORD;2;;2;;;;;;;;;;;;;
13574;2;1;1;1;;;3;1;2;3;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
13578;4;1;;;2;;;;;;;;;1;HARLEU DAVIDSON;;1;0;1;2;2;1;300;15000;;;;;;;;;;;;300;;;;15000;;
13578;4;2;;;2;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
13585;2;1;5;0;1;;;;;;;;;1;RIEJU;;3;900;2;;;;;;;;;;;;;;;;900;;;;;;;
13589;6;1;4;1;1;;1;4;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
13589;6;2;4;1;1;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;700;1;2;2;2;;18000;;;;;;;;;;;700;;;;;18000;;
13595;3;1;3;1;1;;1;2;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
13595;3;2;3;1;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
13606;1;1;1;0;1;;;;;;;;;1;TRIOMPHE;;1;300;2;;;;;;;;;;;;;;;;300;;;;;;;
13628;3;1;2;2;;;1;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
13628;3;2;2;2;;;3;1;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
13638;3;1;;;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
13643;6;1;1;0;1;1;;;;;;;;1;BMW;BMW - NON SPECIFIE;1;350;2;;;;;;;;;;;;;;;;350;;;;;;;
13643;6;2;1;0;1;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
13645;3;1;;;2;;;;;;;;;4;KYMCO;KYMCO - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13645;3;2;;;2;;;;;;;;;4;V CLIC;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13648;3;1;1;2;;;4;1;2;10;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
13648;3;2;1;2;;;4;1;2;10;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
13650;4;1;3;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
13651;6;1;2;1;;;3;2;1;3;2;;1750;;;;;;;;;;;;;;;;;;;;;;;;;;;;1750;
13665;3;1;1;0;1;;;;;;;;;4;NE SAIT PAS;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13666;6;1;1;1;;;5;1;1;8;2;;850;;;;;;;;;;;;;;;;;;;;;;;;;;;;850;
13667;6;1;1;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;2;150;2;;;;;;;;;;;;;;;;150;;;;;;;
13671;3;1;1;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13672;2;1;;;1;;;;;;;;;1;KAWASAKY;KAWASAKI - NON SPECIFIE;2;0;1;3;2;2;;4000;;;;;;;;;;;;;;;;4000;;
13673;1;1;4;1;;;4;1;1;4;2;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;119;
13676;5;1;;;1;;;;;;;;;1;YAMAHA  BT 1100;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
13696;6;1;1;0;1;1;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13696;6;2;1;0;1;1;;;;;;;;;;;;;;;;;;;2;;2;;1;3;2;2;;24000;;;;;;;;24000
13703;4;1;4;1;2;;4;4;1;7;2;;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;161;
13703;4;2;4;1;2;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;300;2;;;;;;;;;;;;;;;;300;;;;;;;
13703;4;3;4;1;2;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;2;300;2;;;;;;;;;;;;;;;;300;;;;;;;
13714;3;1;4;0;1;;;;;;;;;4;XMAX 125;;2;0;1;3;2;2;;500;;;;;;;;;;;;;;;;500;;
13724;2;1;;;1;;;;;;;;;4;YAMAHA;YAMAHA - NON SPECIFIE;4;23;2;;;;;;;;;;;;;;;;23;;;;;;;
13726;2;1;3;1;;;7;1;2;10;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
13732;1;1;1;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13737;4;1;4;0;1;;;;;;;;;1;HARLEY DAVIDSON;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
13756;1;1;2;1;;;2;1;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
13757;3;1;;;1;;;;;;;;;1;HARLEY DAVIDSON 1200 SPORTER;;1;0;1;2;2;2;;7000;;;;;;;;;;;;;;;;7000;;
13764;5;1;5;1;;;1;4;1;7;2;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;
13765;1;1;1;1;;;2;4;1;7;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
13766;2;1;3;1;1;;3;4;2;3;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
13766;2;2;3;1;1;;;;;;;;;4;KIMCO 125;;2;800;2;;;;;;;;;;;;;;;;800;;;;;;;
13771;3;1;5;0;1;1;;;;;;;;1;MOTO YAMAHA;YAMAHA - NON SPECIFIE;2;0;1;3;2;2;;1000;;;;;;;;;;;;;;;;1000;;
13771;3;2;5;0;1;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
13774;3;1;;;1;;;;;;;;;1;DERBY;DERBI - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13775;6;1;1;1;;;3;1;1;7;2;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;450;
13777;1;1;1;0;1;;;;;;;;;1;KTM;KTM - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
13790;3;1;6;2;;;1;3;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
13790;3;2;6;2;;;1;4;1;7;2;;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;
13791;3;1;;;1;;;;;;;;;3;MOBYLETTE;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
13808;2;1;;;2;;;;;;;;;1;MOTO HANWAY;;4;0;1;3;2;2;;250;;;;;;;;;;;;;;;;250;;
13808;2;2;;;2;;;;;;;;;4;SCOOTER URBAN ONE;;4;70;1;2;1;1;172;1000;;;;;;;;;;;70;172;;;;1000;;
13813;5;1;;;;1;;;;;;;;;;;;;;;;;;;5;FOURGON AMENAGE;2;;1;2;1;2;;40000;;;;;;;;40000
13826;3;1;4;1;;;5;3;1;3;2;;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500;
13835;4;1;4;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
13837;3;1;2;1;;;1;5;2;3;2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;
13849;3;1;;;1;;;;;;;;;4;BHM;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13856;3;1;3;0;1;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;2;100;2;;;;;;;;;;;;;;;;100;;;;;;;
13857;3;1;;;1;;;;;;;;;1;YAMAYA 125;;2;300;1;3;2;2;;750;;;;;;;;;;;300;;;;;750;;
13859;5;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;100;2;;;;;;;;;;;;;;;;100;;;;;;;
13863;5;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;1;120;2;;;;;;;;;120;;;;
13869;4;1;1;0;3;1;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13869;4;2;1;0;3;1;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13869;4;3;1;0;3;1;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
13869;4;4;1;0;3;1;;;;;;;;;;;;;;;;;;;5;CITROEN JUMPER;2;;2;;;;;;;;;;;;;
13875;3;1;4;0;1;;;;;;;;;1;PEUGEOT 50;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
13877;4;1;;;1;;;;;;;;;4;BURG MAN;;3;300;2;;;;;;;;;;;;;;;;300;;;;;;;
13881;6;1;2;1;;;5;2;2;8;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
13886;3;1;;;1;;;;;;;;;1;YAMAHA KTM;;1;999999;2;;;;;;;;;;;;;;;;120;;;;;;;
13888;4;1;;;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
13902;4;1;2;1;;;3;2;2;8;2;;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500;
13904;1;1;;;1;;;;;;;;;1;TRIUMPH 1200;;1;285;2;;;;;;;;;;;;;;;;285;;;;;;;
13909;2;1;2;0;1;;;;;;;;;1;BM1100;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
13924;5;1;1;1;;;2;3;2;9;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
13929;1;1;3;1;;;1;3;1;8;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
13931;1;1;1;1;1;;3;2;2;10;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
13931;1;2;1;1;1;;;;;;;;;4;MBK;MBK - NON SPECIFIE;4;150;1;3;2;2;;1000;;;;;;;;;;;150;;;;;1000;;
13945;1;1;1;1;;;2;1;2;10;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
13951;5;1;2;0;1;;;;;;;;;5;DIRT;;2;0;1;3;2;2;;500;;;;;;;;;;;;;;;;500;;
13953;3;1;1;0;1;;;;;;;;;4;PIAGGO;PIAGGIO - NON SPECIFIE;2;300;2;;;;;;;;;;;;;;;;300;;;;;;;
13955;6;1;1;0;1;;;;;;;;;4;PIAGIO;;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
13960;2;1;5;2;;;1;3;1;7;2;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;
13960;2;2;5;2;;;1;4;2;10;2;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;
13972;4;1;3;0;1;;;;;;;;;1;YAMAHA 600;YAMAHA 600;2;200;2;;;;;;;;;;;;;;;;200;;;;;;;
13977;1;1;6;2;;;1;3;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
13977;1;2;6;2;;;1;4;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
13978;3;1;;;1;;;;;;;;;1;MAXI SKOUTEUR;;1;1500;2;;;;;;;;;;;;;;;;1500;;;;;;;
13981;6;1;;;;1;;;;;;;;;;;;;;;;;;;1;;1;100;1;3;2;2;;1600;;;;100;;;;1600
13985;3;1;2;2;;;2;1;1;8;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
13985;3;2;2;2;;;3;1;1;8;2;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;
13997;1;1;2;0;;1;;;;;;;;;;;;;;;;;;;5;CAMION BENNE;2;;2;;;;;;;;;;;;;
14003;1;1;2;1;;;3;3;2;10;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
14005;4;1;1;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14016;2;1;2;0;1;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14021;5;1;1;0;1;;;;;;;;;1;125 HONDA;HONDA 125;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14032;1;1;;;1;;;;;;;;;4;HONDA 125;HONDA 125;2;0;1;2;1;2;;3500;;;;;;;;;;;;;;;;3500;;
14033;2;1;2;2;1;;4;1;2;10;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
14033;2;2;2;2;1;;4;3;1;4;2;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;
14033;2;3;2;2;1;;;;;;;;;1;PEUGEOT;PEUGEOT - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14035;4;1;3;2;;;1;4;1;7;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;
14035;4;2;3;2;;;2;1;1;7;2;;999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;
14058;5;1;3;0;1;;;;;;;;;4;PIAGIO 50 CM;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
14059;5;1;1;1;;;2;1;1;7;2;;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;
14060;1;1;1;0;;1;;;;;;;;;;;;;;;;;;;1;;1;461;2;;;;;;;;;461;;;;
14062;3;1;;;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14066;5;1;2;0;1;;;;;;;;;1;BMW;BMW - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14070;1;1;;;1;;;;;;;;;4;SYM;SYM - NON SPECIFIE;2;999999;2;;;;;;;;;;;;;;;;1000;;;;;;;
14071;1;1;3;1;;;1;3;1;7;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
14076;4;1;;;1;;;;;;;;;1;YAMAHA 125;YAMAHA 125;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14077;5;1;;;;1;;;;;;;;;;;;;;;;;;;3;;1;380;2;;;;;;;;;380;;;;
14082;2;1;;;1;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14091;6;1;4;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14094;5;1;1;1;1;;2;1;1;7;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
14094;5;2;1;1;1;;;;;;;;;1;MT09;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14098;5;1;2;1;;;2;1;2;10;2;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;
14101;5;1;1;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;999999;2;;;;;;;;;;;;;;;;60;;;;;;;
14109;6;1;2;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;3;38;2;;;;;;;;;;;;;;;;38;;;;;;;
14114;1;1;;;1;;;;;;;;;1;TRIUMPH BONNEVILLE;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14126;2;1;6;1;;;1;3;2;9;2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;
14127;3;1;4;0;4;;;;;;;;;1;APRILIA CLASSIC;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14127;3;2;4;0;4;;;;;;;;;1;HONDA SHADOW;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14127;3;3;4;0;4;;;;;;;;;1;KAWASAKI VN 800;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14127;3;4;4;0;4;;;;;;;;;1;KAWASAKI ZEPHIR;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14129;3;1;3;1;;;1;2;1;6;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
14131;5;1;1;1;1;;1;1;1;8;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
14131;5;2;1;1;1;;;;;;;;;1;MOTO HONDA;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14133;5;1;1;0;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
14135;1;1;1;1;;;4;1;1;7;2;;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;
14148;3;1;3;1;;;4;2;1;7;2;;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;249;
14149;3;1;;;2;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14149;3;2;;;2;;;;;;;;;1;YAMAHA 125;YAMAHA 125;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14151;1;1;1;1;;;3;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
14153;2;1;1;1;;;7;1;1;7;2;;1100;;;;;;;;;;;;;;;;;;;;;;;;;;;;1100;
14161;3;1;;;1;;;;;;;;;4;AROMA;;3;160;2;;;;;;;;;;;;;;;;160;;;;;;;
14170;1;1;3;0;;1;;;;;;;;;;;;;;;;;;;5;TROTTINETTE;2;;2;;;;;;;;;;;;;
14172;5;1;;;1;;;;;;;;;4;SCOOTER SUZUKI;;3;85;2;;;;;;;;;;;;;;;;85;;;;;;;
14173;6;1;2;1;;;3;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
14174;5;1;1;1;1;;4;1;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
14174;5;2;1;1;1;;;;;;;;;1;MOTO YOSHIBA;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14183;1;1;;;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;50;2;;;;;;;;;;;;;;;;50;;;;;;;
14185;1;1;;;1;;;;;;;;;4;PEUGOET;;3;0;1;2;1;1;999999;2000;;;;;;;;;;;;150;;;;2000;;
14190;4;1;5;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14195;2;1;4;0;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
14196;4;1;3;0;1;;;;;;;;;1;BETA;BETA - NON SPECIFIE;3;0;1;2;1;1;350;3400;;;;;;;;;;;;350;;;;3400;;
14202;5;1;4;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
14209;5;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;VAN POUR CHEVAUX;1;360;2;;;;;;;;;360;;;;
14217;6;1;;;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14222;3;1;2;2;1;;3;1;1;7;2;;999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;
14222;3;2;2;2;1;;3;2;1;4;2;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;
14222;3;3;2;2;1;;;;;;;;;4;PGO;PGO - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
14225;1;1;2;2;;;4;2;1;7;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
14225;1;2;2;2;;;4;3;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
14229;4;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;TRACTEUR;1;1300;2;;;;;;;;;1300;;;;
14230;1;1;;;1;;;;;;;;;4;SCOOTER KYMKO;;2;1000;2;;;;;;;;;;;;;;;;1000;;;;;;;
14237;5;1;;;1;;;;;;;;;1;HONDA GOLDXING;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
14242;1;1;3;1;1;;3;3;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
14242;1;2;3;1;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;250;2;;;;;;;;;;;;;;;;250;;;;;;;
14244;2;1;1;0;1;;;;;;;;;1;KTM 690;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14255;6;1;3;1;1;;7;1;1;8;2;;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;;2300;
14255;6;2;3;1;1;;;;;;;;;4;HONDA LEAD 100 CM3;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14258;5;1;1;1;;;3;1;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
14270;6;1;1;0;1;;;;;;;;;4;SCOOTERSPEED FIRE;;3;330;2;;;;;;;;;;;;;;;;330;;;;;;;
14278;2;1;2;0;1;;;;;;;;;4;PIAGO;PIAGGIO - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14284;5;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;TRAFIC RENAULT;1;150;2;;;;;;;;;150;;;;
14289;1;1;4;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;1;999999;2;;;;;;;;;;;;;;;;150;;;;;;;
14318;5;1;2;1;;;1;4;1;8;2;;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;
14319;6;1;;;1;;;;;;;;;4;BOOSTER;YAMAHA 50;3;999999;2;;;;;;;;;;;;;;;;200;;;;;;;
14322;4;1;;;1;;;;;;;;;1;600 XJ YAMAHA;;2;0;1;3;2;2;;1000;;;;;;;;;;;;;;;;1000;;
14330;6;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
14333;4;1;2;1;;;6;5;2;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
14343;5;1;1;0;1;;;;;;;;;3;PEUGEOT 103;PEUGEOT 50;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
14344;6;1;2;1;;;1;2;1;7;2;;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;139;
14348;4;1;5;1;;;3;1;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
14349;1;1;3;1;;;1;2;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
14352;1;1;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
14355;4;1;2;0;1;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
14356;5;1;2;1;;;3;1;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
14363;2;1;;;1;;;;;;;;;3;DERBI;DERBI - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
14365;3;1;2;1;;;3;2;1;7;2;;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;259;
14369;2;1;1;1;;;6;3;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
14375;6;1;2;1;;1;4;2;1;8;2;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
14375;6;2;2;1;;1;;;;;;;;;;;;;;;;;;;3;;1;4000;2;;;;;;;;;4000;;;;
