IDENT_MEN;numbd;BNAT_PROD;BDCOD;NAT_PROD_A;NACHA_PROD;BDNEUF_PROD;BDCRED_PROD;BDLIEU_PROD;BDPRIX_PROD;BDPRIX_PRODRECUP;BDPRIX_PROD_D;BDOFFR_PROD;vag
12542;1;Cuiseur, friteuse, autocuiseur;113;;1;1;3;5;20;;20;;1
12542;2;Raclette, fondue, gauffre ou crèpière;114;;1;1;3;5;20;;20;;1
12542;3;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;2;3;9;8;;8;;1
12542;4;SIEGE BUREAU;410;;;1;3;7;49;;49;;1
12542;5;BUREAU INFORMATIQUE;410;;;1;3;7;29;;29;;1
12545;1;Cuisinière, plaque de cuisson, four ou mini four;106;;2;1;3;4;999999;;399;;6
12545;2;Hotte de cuisine;108;;1;1;3;4;999999;;350;;6
12545;3;Téléphone portable;215;;1;1;3;8;1;;1;3;6
12546;1;FAUTEUIL;403;;;2;3;9;5;;5;;1
12546;2;CABANON DE JARDIN;414;;;1;1;7;699;;699;;1
12547;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;8;80;;80;;6
12548;1;Téléphone portable;215;;1;1;3;1;120;;120;4;2
12549;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;8;200;;200;;1
12549;2;Téléphone portable;215;;1;1;3;8;8;;8;3;1
12552;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;260;;260;;2
12553;1;Pompe, système d'arrosage automatique;303;;1;1;3;7;160;;160;;1
12554;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;450;;450;;4
12554;2;Hotte de cuisine;108;;1;1;3;7;300;;300;;4
12554;3;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;200;;200;;4
12554;4;CONVERTIBLE;403;;;1;3;7;2000;;2000;;4
12555;1;Lave-vaisselle;105;;1;1;3;7;450;;450;;3
12555;2;Console de jeux vidéo de salon ou portable;206;;1;2;3;10;100;;100;;3
12555;3;Micro-ordinateur de bureau;211;;1;1;3;8;450;;450;;3
12555;4;Tablette PC;214;;1;1;3;8;300;;300;;3
12555;5;Téléphone portable;215;;1;1;3;8;300;;300;3;3
12555;6;Cartouche d'imprimante;219;;4;1;3;3;80;;80;;3
12556;1;Lave-linge, lave-linge séchant;103;;1;1;3;3;300;;300;;5
12556;2;Sèche-linge indépendant;104;;1;1;3;3;250;;250;;5
12556;3;Tablette PC;214;;2;1;3;3;50;;50;;5
12556;4;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;3;30;;30;;5
12556;5;MEUBLE INFORMATIQUE;410;;;1;3;3;80;;80;;5
12557;1;BUREAU ENZO;405;;;1;3;7;130;;130;;1
12557;2;ETAGERE GARAGE;411;;;1;3;7;45;;45;;1
12558;1;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;45;;45;;1
12558;2;Téléphone portable;215;;1;1;3;4;380;;380;4;1
12559;1;Téléphone portable;215;;1;1;3;8;40;;40;3;4
12559;2;LIT;405;;;1;3;7;160;;160;;4
12559;3;MATELAS;406;;;1;3;7;360;;360;;4
12559;4;AMENAGEMENT SDB COLONNE VASQUE MIROIR;407;;;2;3;10;150;;150;;4
12559;5;BALANCOIRE ET CABANE ENFANT;408;;;1;3;7;250;;250;;4
12559;6;COMMODE;412;;;1;3;6;50;;50;;4
12559;7;ARMOIRE;412;;;2;3;9;70;;70;;4
12559;8;LIT;412;;;2;3;10;60;;60;;4
12560;1;LIT;405;;;1;3;4;350;;350;;5
12561;1;TABLE ET CHAISES;401;;;1;3;7;3400;;3400;;2
12561;2;BUFFET;402;;;1;3;7;1700;;1700;;2
12561;3;CANAPE;403;;;1;3;7;3500;;3500;;2
12561;4;CHAMBRE A COUCHER COMPLETE;405;;;1;3;7;2000;;2000;;2
12561;5;MATELAS;406;;;1;3;7;450;;450;;2
12562;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;600;;600;;1
12562;2;Lave-linge, lave-linge séchant;103;;1;1;3;8;679;;679;;1
12563;1;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;3;500;;500;;5
12563;2;lecteur DVD/blue ray, lecteur graveur de CD/DVD de salon, magnétoscope...;203;;1;1;3;3;999999;100;100;;5
12563;3;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;8;999999;600;600;;5
12563;4;BIBLIOTHEQUE;404;;;1;3;8;2000;;2000;;5
12563;5;TRANSAT SALON;408;;;1;3;6;4000;;4000;;5
12563;6;ETAGERES;411;;;1;3;4;999999;150;150;;5
12564;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;130;;130;;4
12564;2;Téléphone portable;215;;1;1;3;8;800;;800;4;4
12564;3;Appareil photo numérique;231;;1;2;3;3;180;;180;;4
12564;4;SIEGE BUREAU;403;;;1;3;8;60;;60;;4
12564;5;COMMODE;405;;;1;3;8;150;;150;;4
12566;1;Appareil photo numérique;231;;1;1;3;6;999999;60;60;;1
12568;1;Tablette PC;214;;1;1;3;7;200;;200;;5
12568;2;Imprimante ou scanner;217;;1;1;3;7;50;;50;;5
12568;3;Cartouche d'imprimante;219;;3;1;3;4;36;;36;;5
12568;4;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;5;1;3;8;60;;60;;5
12568;5;BUFFET;402;;;1;3;6;400;;400;;5
12568;6;MATELAS;406;;;1;3;6;250;;250;;5
12568;7;ETAGERES;411;;;2;3;10;30;;30;;5
12569;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;8;500;;500;;4
12569;2;Imprimante ou scanner;217;;1;1;3;4;50;;50;;4
12570;1;SALON DE JARDIN;408;;;1;3;8;300;;300;;6
12572;1;Téléphone portable;215;;2;1;3;3;99;;99;3;5
12572;2;MATELAS;406;;;1;3;8;990;;990;;5
12572;3;barbecue de jardin;409;;;1;3;8;249;;249;;5
12573;1;Téléphone portable;215;;1;1;3;3;250;;250;4;4
12574;1;Four à micro-ondes;107;;1;1;3;3;80;;80;;5
12574;2;Carafe filtrante, fontaine à eau, tireuse ou fabrique à glaçon;117;;1;1;3;4;30;;30;;5
12574;3;Téléphone portable;215;;1;1;3;7;200;;200;4;5
12574;4;Cartouche d'imprimante;219;;3;1;3;3;70;;70;;5
12574;5;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;ENCEINTE;1;1;3;7;20;;20;;5
12574;6;Instrument de musique;242;;1;1;3;8;700;;700;;5
12574;7;LIT;405;;;1;3;7;300;;300;;5
12574;8;BUREAU;405;;;1;3;7;178;;178;;5
12574;9;MATELAS;406;;;1;3;7;260;;260;;5
12574;10;ENSEMBLE LAVABO;407;;;1;3;7;500;;500;;5
12576;1;Téléphone portable;215;;1;1;3;8;200;;200;2;4
12577;1;Tondeuse à gazon;301;;1;1;3;7;90;;90;;2
12578;1;Réfrigérateur, réfrigérateur congélateur;101;;1;2;3;9;100;;100;;1
12578;2;CANAPE;403;;;2;3;9;50;;50;;1
12578;3;ARMOIRE;405;;;2;3;9;100;;100;;1
12579;1;Micro-ordinateur de bureau;211;;1;2;1;8;500;;500;;4
12579;2;Téléphone portable;215;;2;1;3;8;90;;90;4;4
12580;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;248;;248;;2
12582;1;Sèche-linge indépendant;104;;1;1;3;7;250;;250;;3
12582;2;Console de jeux vidéo de salon ou portable;206;;1;2;3;10;110;;110;;3
12582;3;Téléphone portable;215;;2;1;3;3;980;;980;4;3
12582;4;MEUBLE BUREAU;404;;;2;3;10;10;;10;;3
12583;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;2;3;10;20;;20;;6
12584;1;Tablette PC;214;;1;1;1;7;400;;400;;3
12584;2;Téléphone portable;215;;1;1;3;8;0;;410;1;3
12584;3;UNE TABLE ET 6 CHAISES;401;;;1;1;7;410;;;;3
12586;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;200;;200;;2
12586;2;Micro-ordinateur portable;212;;1;1;3;7;800;;800;;2
12586;3;CANAPE;403;;;1;3;7;0;;20;;2
12586;4;PENDERIE;405;;;1;3;7;20;;;;2
12587;1;Congélateur indépendant;102;;1;1;3;8;400;;400;;4
12588;1;Cuiseur, friteuse, autocuiseur;113;;1;1;3;7;180;;180;;5
12588;2;Console de jeux vidéo de salon ou portable;206;;1;1;3;7;200;;200;;5
12588;3;Imprimante ou scanner;217;;1;1;3;4;59;;59;;5
12588;4;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB POUR AUTOCUISEUR;1;1;3;7;15;;15;;5
12588;5;ENSEMBLE LIT ET BUREAU;405;;;1;3;7;450;;450;;5
12588;6;CHAISE DE BUREAU;410;;;1;3;7;60;;60;;5
12589;1;Lave-linge, lave-linge séchant;103;;1;1;3;4;199;;199;;1
12589;2;Climatiseur, déshumidificateur;110;;1;1;3;7;699;;699;;1
12589;3;Cuiseur, friteuse, autocuiseur;113;;1;1;3;4;49;;49;;1
12589;4;Fer à repasser, centrale à vapeur;119;;1;1;3;7;89;;89;;1
12589;5;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;49;;49;;1
12590;1;Autre(s) appareil(s) électroménager(s);122;CAFETIERE;1;1;3;4;15;;15;;6
12590;2;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLEFS USB;1;1;3;4;9;;9;;6
12590;3;CHIFFONNIER;405;;;1;3;6;80;;80;;6
12591;1;Lave-linge, lave-linge séchant;103;;1;1;3;3;300;;300;;4
12591;2;Téléphone portable;215;;1;1;3;8;200;;200;3;4
12591;3;Appareil photo numérique;231;;1;1;1;7;900;;900;;4
12591;4;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;30;;30;;4
12591;5;VAISSELIER;402;;;1;3;8;800;;800;;4
12591;6;DRESSING;405;;;1;3;7;1000;;1000;;4
12591;7;COMMODE;405;;;1;3;7;200;;200;;4
12591;8;RAYONNAGES;411;;;1;3;7;150;;150;;4
12592;1;Téléphone portable;215;;1;1;2;8;400;;400;1;4
12594;1;Congélateur indépendant;102;;1;1;1;7;300;;300;;2
12594;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;50;;50;;2
12594;3;Téléphone portable;215;;1;1;3;8;600;;600;4;2
12594;4;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;2;8;300;;300;;2
12596;1;Téléphone portable;215;;1;1;3;8;999999;;200;3;1
12597;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;6;219;;219;;1
12597;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;999999;149;149;;1
12597;3;Climatiseur, déshumidificateur;110;;1;2;3;10;310;;310;;1
12597;4;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;79;;79;;1
12597;5;Fer à repasser, centrale à vapeur;119;;1;1;3;7;999999;39;39;;1
12597;6;Autre(s) appareil(s) électroménager(s);122;VENTILATEUR;1;1;3;7;183;;183;;1
12597;7;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;149;;149;;1
12597;8;Micro-ordinateur portable;212;;1;1;3;7;399;;399;;1
12597;9;Téléphone portable;215;;1;1;3;7;79;;79;1;1
12597;10;Imprimante ou scanner;217;;1;1;3;7;89;;89;;1
12597;11;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;2;1;3;1;7;;7;;1
12597;12;Instrument de musique;242;;1;1;3;8;210;;210;;1
12597;13;SIEGE;403;;;1;3;6;170;;170;;1
12597;14;BIBLIOTHEQUE;404;;;1;3;6;49;;49;;1
12597;15;LIT;405;;;1;3;6;60;;60;;1
12597;16;ARMOIRE;405;;;1;3;6;379;;379;;1
12597;17;BUREAU;405;;;1;3;6;120;;120;;1
12597;18;MATELAS;406;;;1;3;6;320;;320;;1
12597;19;TABLE ET CHAISES;408;;;1;3;7;210;;210;;1
12597;20;MEUBLE INFORMATIQUE;410;;;1;3;7;120;;120;;1
12598;1;CHAISES;401;;;1;3;6;70;;70;;3
12599;1;Téléphone portable;215;;1;1;3;8;90;;90;3;3
12600;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;6;319;;319;;6
12600;2;Lave-linge, lave-linge séchant;103;;1;1;3;6;399;;399;;6
12600;3;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;6;150;;150;;6
12600;4;TABLE SALON;401;;;1;3;7;2045;;2045;;6
12600;5;FAUTEUILS X 3;403;;;1;3;6;837;;837;;6
12600;6;LIT;405;;;1;3;7;1480;;1480;;6
12600;7;MATELAS;406;;;1;3;7;380;;380;;6
12600;8;MEUBLES DE CUISINES ELEMENTS;407;;;1;3;7;3000;;3000;;6
12600;9;ETAGERES;411;;;1;3;7;150;;150;;6
12601;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;7;240;;240;;1
12601;2;Téléphone portable;215;;1;1;3;8;4;;4;1;1
12605;1;Téléphone portable;215;;1;1;3;8;550;;550;4;4
12608;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;99;;99;;3
12608;2;Tablette PC;214;;1;1;3;3;629;;629;;3
12608;3;Téléphone portable;215;;2;1;3;3;130;;130;4;3
12608;4;SOMMIER;406;;;1;3;6;49;;49;;3
12610;1;Téléphone portable;215;;1;1;3;4;50;;50;4;2
12610;2;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;8;200;;200;;2
12612;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;79;;79;;1
12612;2;Micro-ordinateur portable;212;;1;1;1;7;800;;800;;1
12613;1;SOMMIER ET MATELAS;406;;;1;3;7;369;;369;;4
12616;1;Console de jeux vidéo de salon ou portable;206;;1;2;3;3;2250;;2250;;5
12617;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;375;;375;;1
12617;2;Congélateur indépendant;102;;1;1;3;7;240;;240;;1
12617;3;Micro-ordinateur portable;212;;1;1;3;4;299;;299;;1
12617;4;Cartouche d'imprimante;219;;3;1;3;3;90;;90;;1
12617;5;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;8;999999;299;299;;1
12617;6;LIT MATELAS;406;;;1;3;3;999999;479;479;;1
12618;1;Tablette PC;214;;1;1;3;4;230;;230;;1
12618;2;Cartouche d'imprimante;219;;5;1;3;4;30;;30;;1
12618;3;FAUTEUIL;403;;;1;3;7;49;;49;;1
12621;1;Téléphone portable;215;;;1;3;8;30;;30;;1
12621;2;MATELAS;406;;;1;3;8;75;;75;;1
12623;1;Lave-vaisselle;105;;1;1;3;8;799;;799;;1
12623;2;Micro-ordinateur portable;212;;1;1;3;8;1099;;1099;;1
12623;3;ETAGERE DE RANGEMENT;411;;;1;3;6;49;;49;;1
12625;1;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;3;45;;45;;3
12625;2;Cartouche d'imprimante;219;;1;1;3;7;35;;35;;3
12625;3;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;8;45;;45;;3
12626;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;999999;500;500;;1
12627;1;Fer à repasser, centrale à vapeur;119;;1;1;3;7;280;;280;;5
12628;1;Rasoir électrique, épilateur, tondeuse ou appareil pour soin du cheveu;120;;1;1;3;4;20;;20;;5
12628;2;Micro-ordinateur de bureau;211;;1;1;3;4;680;;680;;5
12628;3;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;325;;325;;5
12628;4;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;3;1;3;7;35;;35;;5
12628;5;FAUTEUILS DE JARDIN;408;;;1;3;4;250;;250;;5
12629;1;Cartouche d'imprimante;219;;2;1;3;7;10;;10;;5
12629;2;CANAPE;403;;;1;3;4;2900;;2900;;5
12631;1;Téléphone portable;215;;;1;3;0;80;;80;;1
12632;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;400;;400;;6
12632;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;600;;600;;6
12632;3;Micro-ordinateur portable;212;;1;1;3;8;2000;;2000;;6
12632;4;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;1;3;8;160;;160;;6
12632;5;Tondeuse à gazon;301;;1;1;3;8;400;;400;;6
12632;6;LIT ET MATELAS;405;;;1;3;8;410;;410;;6
12633;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;3;154;;154;;1
12633;2;Cartouche d'imprimante;219;;2;1;3;3;20;;20;;1
12633;3;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;7;300;;300;;1
12633;4;CHAISES;401;;;1;3;7;10;;10;;1
12634;1;Netbook, ultraportable;213;;1;1;3;3;1200;;1200;;1
12634;2;Imprimante ou scanner;217;;2;1;3;6;150;;150;;1
12634;3;Ecran;220;;1;1;3;3;110;;110;;1
12634;4;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE;1;1;3;3;29;;29;;1
12634;5;TABLE;401;;;1;3;1;300;;300;;1
12634;6;CHAISES;403;;;1;3;1;999999;250;250;;1
12634;7;CANAPE;403;;;1;3;1;2500;;2500;;1
12634;8;BIBLIOTHEQUE;404;;;1;3;1;999999;380;380;;1
12634;9;ETAGERES;411;;;1;3;1;200;;200;;1
12636;1;Congélateur indépendant;102;;1;1;3;3;299;;299;;1
12636;2;Téléphone portable;215;;1;1;3;4;690;;690;4;1
12636;3;Cartouche d'imprimante;219;;2;1;3;3;29;;29;;1
12637;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;3;320;;320;;4
12637;2;Micro-ordinateur de bureau;211;;1;1;3;3;800;;800;;4
12638;1;Four à micro-ondes;107;;1;1;3;7;89;;89;;2
12638;2;CANAPE;403;;;1;3;8;130;;130;;2
12638;3;MEUBLE TV;404;;;1;3;8;75;;75;;2
12639;1;Radio, radio-réveil;207;;1;1;3;7;30;;30;;3
12639;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;1;3;7;60;;60;;3
12639;3;TABLE;405;;;1;3;7;40;;40;;3
12640;1;Climatiseur, déshumidificateur;110;;1;1;3;8;4500;;4500;;1
12641;1;Téléphone portable;215;;1;1;1;7;390;;390;2;4
12643;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;650;;650;;1
12643;2;Four à micro-ondes;107;;1;1;3;7;80;;80;;1
12643;3;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;7;178;;178;;1
12643;4;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;6;80;;80;;1
12643;5;Fer à repasser, centrale à vapeur;119;;1;1;3;7;38;;38;;1
12643;6;Autre(s) appareil(s) électroménager(s);122;GRILLE PAIN;1;1;3;7;30;;30;;1
12643;7;Micro-ordinateur portable;212;;1;1;3;6;299;;299;;1
12643;8;Téléphone portable;215;;1;1;3;8;175;;175;3;1
12643;9;TABLE;401;;;1;3;7;229;;229;;1
12643;10;CHAISES;401;;;1;3;7;100;;100;;1
12643;11;TABLE BASSE;404;;;1;3;7;145;;145;;1
12643;12;MEUBLE TV;404;;;1;3;7;100;;100;;1
12643;13;LIT;405;;;1;3;7;100;;100;;1
12643;14;MATELAS ET SOMMIER;406;;;1;3;7;319;;319;;1
12645;1;Console de jeux vidéo de salon ou portable;206;;4;2;3;10;100;;100;;6
12645;2;SALON;403;;;1;3;8;1200;;1200;;6
12645;3;TABLE;404;;;1;3;8;300;;300;;6
12646;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;3;999999;449;449;;2
12646;2;Aspirateur, nettoyeur vapeur, shampouineuse;109;;1;1;3;4;999999;999999;130;;2
12646;3;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;2;1190;;1190;;2
12646;4;Fer à repasser, centrale à vapeur;119;;1;1;3;4;999999;140;140;;2
12646;5;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;7;999999;80;80;;2
12646;6;Perceuse, visseuse, ponceuse, scie sauteuse, poste à souder, chalumeau et autres;306;;1;1;3;7;999999;269;269;;2
12646;7;BUREAU;410;;;1;3;3;999999;300;300;;2
12647;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;3;180;;180;;5
12647;2;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;1;1;3;7;60;;60;;5
12647;3;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;4;50;;50;;5
12647;4;TBLE BASSE;404;;;1;3;3;150;;150;;5
12647;5;MEUBLE TV;404;;;1;3;3;300;;300;;5
12647;6;LIT;405;;;1;3;7;1000;;1000;;5
12648;1;Lave-linge, lave-linge séchant;103;;1;1;3;7;600;;600;;3
12648;2;Téléphone portable;215;;1;1;3;8;300;;300;3;3
12649;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;200;;200;;5
12649;2;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;9;130;;130;;5
12649;3;Tablette PC;214;;1;1;3;4;80;;80;;5
12649;4;Téléphone portable;215;;1;1;3;7;160;;160;4;5
12649;5;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;3;1;3;7;400;;400;;5
12650;1;Micro-ordinateur portable;212;;1;1;3;8;900;;900;;5
12651;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;400;;400;;6
12654;1;Téléphone portable;215;;1;1;3;7;200;;200;3;4
12654;2;Tondeuse à gazon;301;;1;1;3;8;300;;300;;4
12654;3;TABLE DE SAM;401;;;1;3;8;2900;;2900;;4
12655;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;3;7;280;;280;;1
12655;2;Baladeur, lecteur de CD/MP3 portable;233;;1;1;3;4;19;;19;;1
12655;3;CANAPE;403;;;2;2;10;200;;200;;1
12655;4;POUSSETTE;412;;;2;3;10;100;;100;;1
12656;1;Téléphone portable;215;;;1;3;8;60;;60;;2
12656;2;FAUTEUIL;403;;;1;3;8;850;;850;;2
12657;1;Four à micro-ondes;107;;1;1;3;4;39;;39;;6
12658;1;Lave-linge, lave-linge séchant;103;;1;1;3;3;500;;500;;1
12658;2;Chaîne HI-FI complète, mini-chaîne, éléments de chaine HI-FI;205;;1;2;3;9;100;;100;;1
12658;3;Micro-ordinateur portable;212;;1;1;3;4;500;;500;;1
12658;4;Tablette PC;214;;1;1;3;4;125;;125;;1
12658;5;Téléphone portable;215;;2;1;3;8;1;;1;3;1
12658;6;CANAPE;403;;;1;3;6;300;;300;;1
12660;1;VAISSELIER;404;;;1;3;2;347;;347;;2
12661;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;1;4;480;;480;;5
12661;2;Micro-ordinateur portable;212;;1;1;1;4;449;;449;;5
12661;3;Cartouche d'imprimante;219;;1;1;3;4;39;;39;;5
12661;4;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;2;1;3;4;30;;30;;5
12662;1;Téléphone portable;215;;3;1;3;8;60;;60;3;6
12662;2;BUFFET;402;;;1;3;7;120;;120;;6
12662;3;MEUBLE T.V.;404;;;1;3;7;49;;49;;6
12662;4;LIT, MATELAS, ARMOIRE;413;;;1;3;7;590;;590;;6
12663;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;4;25;;25;;6
12663;2;Téléphone portable;215;;1;1;3;7;390;;390;4;6
12663;3;Instrument de musique;242;;1;1;3;3;700;;700;;6
12665;1;Tondeuse à gazon;301;;2;1;3;7;1100;;1100;;6
12668;1;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;3;7;279;;279;;1
12669;1;Réfrigérateur, réfrigérateur congélateur;101;;1;1;1;6;890;;890;;1
12669;2;Lave-linge, lave-linge séchant;103;;1;1;1;6;369;;369;;1
12669;3;Sèche-linge indépendant;104;;1;1;1;6;400;;400;;1
12669;4;Four à micro-ondes;107;;1;1;3;7;250;;250;;1
12669;5;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;49;;49;;1
12669;6;Robot, mixeur, hachoir, balance alimentaire, couteau électrique;116;;1;1;3;5;9;;9;;1
12669;7;Home cinéma, installation complète;202;;1;1;3;7;200;;200;;1
12669;8;Tablette PC;214;;2;1;3;7;79;;79;;1
12669;9;Autoradio;244;;1;1;3;7;49;;49;;1
12669;10;TABLE SALLE A MANGER ET CHAISES;413;;;1;3;3;408;;408;;1
12670;1;Autre(s) appareil(s) électroménager(s);122;CENTRIFUGEUSE;2;1;3;4;120;;120;;5
12670;2;Console de jeux vidéo de salon ou portable;206;;1;1;3;4;350;;350;;5
12670;3;Micro-ordinateur de bureau;211;;1;1;3;8;700;;700;;5
12670;4;Téléphone portable;215;;1;1;3;8;400;;400;3;5
12670;5;Cartouche d'imprimante;219;;4;1;3;4;120;;120;;5
12670;6;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;1;1;3;4;20;;20;;5
12670;7;Nettoyeur haute pression (ex : karcher );304;;1;1;3;7;150;;150;;5
12670;8;LIT;405;;;1;2;8;5400;;5400;;5
12670;9;LITERIE;405;;;1;3;4;60;;60;;5
12670;10;CLOISON DOUCHE;406;;;1;3;7;100;;100;;5
12670;11;VENTILATEUR;414;;;1;3;7;140;;140;;5
12672;1;Expresso, cafetière, bouilloire, grille pain ou appareil pour la préparation de jus;112;;1;1;3;7;79;;79;;4
12672;2;Autre(s) appareil(s) électroménager(s);122;LISSEUSE A CHEVEUX;1;1;3;7;45;;45;;4
12672;3;Tablette PC;214;;1;1;3;7;300;;300;;4
12672;4;CANAPE;403;;;1;2;7;300;;300;;4
12673;1;Lave-linge, lave-linge séchant;103;;1;1;2;8;350;;350;;3
12673;2;Sèche-linge indépendant;104;;1;1;2;8;350;;350;;3
12673;3;Téléviseur, combiné télé magnétoscope/DVD;201;;1;1;2;8;560;;560;;3
12673;4;Téléphone portable;215;;1;1;3;8;140;;140;1;3
12673;5;TABLE CHAISE;401;;;1;1;8;600;;600;;3
12674;1;Cuisinière, plaque de cuisson, four ou mini four;106;;1;1;3;99;250;;250;;2
12674;2;ENSEMBLE CHAMBRE LIT ET ARMOIRE;405;;;1;3;8;999;;999;;2
12676;1;Téléphone portable;215;;3;1;3;8;400;;400;3;2
12676;2;Débroussailleuse, taille haie, broyeuse, tronçonneuse et autres appareils d'entretien du jardin;305;;1;1;3;7;150;;150;;2
12676;3;CANAPE;403;;;1;2;1;1500;;1500;;2
12677;1;Imprimante ou scanner;217;;1;1;1;3;45;;45;;1
12678;1;Cartouche d'imprimante;219;;3;1;3;8;35;;35;;6
12678;2;Autre périphérique informatique (clef USB, souris, clavier, enceintes...);221;CLE USB;1;1;3;8;30;;30;;6
12678;3;CANAPE;403;;;1;3;8;800;;800;;6
12679;1;Tablette PC;214;;1;1;3;3;869;;869;;4
12680;1;Autre appareil de jardinage ou bricolage;307;ASPIRATEUR INDUSTRIEL A EAU;1;1;3;7;50;;50;;2
12681;1;Equipement de sport (raquettes, planche à voile, planche de surf, roller, trotinettes...);243;;2;1;3;2;100;;100;;3
12682;1;Console de jeux vidéo de salon ou portable;206;;1;1;3;3;299;;299;;4
